"charge_amount","currency","membership_id","description_event","discount","status","message","transaction_date","triggered_by","payment_method"
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"5394",USD,157,membership payment,0,Success,Success,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"2997",USD,227,membership payment,0,Success,Success,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Failed,Your card has insufficient funds.,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,241,membership payment,0,Success,Success,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,228,membership payment,0,Success,Success,"2022-01-18 00:00:00",system,PaymentCard
"1497",USD,185,membership payment,0,Success,Success,"2022-01-19 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-19 00:00:00",system,PaymentCard
"2997",USD,183,membership payment,0,Success,Success,"2022-01-20 00:00:00",system,PaymentCard
"1497",USD,84,membership payment,0,Success,Success,"2022-01-20 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Failed,Your card was declined.,"2022-01-20 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-20 00:00:00",system,PaymentCard
"1000",USD,239,membership payment,0,Success,Success,"2022-01-20 00:00:00",system,PaymentCard
"2999",USD,171,membership additional service,0,Success,Success,"2022-01-21 00:00:00",system,PaymentCard
"1497",USD,201,membership payment,0,Success,Success,"2022-01-21 00:00:00",system,PaymentCard
"1497",USD,85,membership payment,0,Success,Success,"2022-01-21 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-21 00:00:00",system,PaymentCard
"499",USD,179,membership payment,0,Success,Success,"2022-01-22 00:00:00",system,PaymentCard
"999",USD,138,membership payment,0,Success,Success,"2022-01-22 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-22 00:00:00",system,PaymentCard
"1497",USD,86,membership payment,0,Success,Success,"2022-01-23 00:00:00",system,PaymentCard
"1497",USD,105,membership payment,0,Success,Success,"2022-01-23 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-23 00:00:00",system,PaymentCard
"499",USD,242,membership payment,0,Success,Success,"2022-01-24 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-24 00:00:00",system,PaymentCard
"499",USD,160,membership payment,0,Success,Success,"2022-01-25 00:00:00",system,PaymentCard
"21915",DKK,161,membership payment,0,Success,Success,"2022-01-25 00:00:00",system,PaymentCard
"1497",USD,162,membership payment,0,Success,Success,"2022-01-25 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-25 00:00:00",system,PaymentCard
"50000",DKK,111,membership additional service,0,Success,Success,"2022-01-25 00:00:00",system,PaymentCard
"1798",USD,242,membership payment,0,Success,Success,"2022-01-25 00:00:00",system,PaymentCard
"499",USD,243,membership payment,0,Success,Success,"2022-01-25 00:00:00",system,PaymentCard
"999",USD,20,membership additional service,0,Success,Success,"2022-01-25 00:00:00",system,PaymentCard
"499",USD,243,membership payment,0,Success,Success,"2022-01-26 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-26 00:00:00",system,PaymentCard
"1001",USD,243,membership payment,0,Success,Success,"2022-01-26 00:00:00",system,PaymentCard
"999",USD,243,membership payment,0,Success,Success,"2022-01-26 00:00:00",system,PaymentCard
"999",USD,243,membership payment,0,Success,Success,"2022-01-26 00:00:00",system,PaymentCard
"8997",USD,171,membership payment,0,Success,Success,"2022-01-26 00:00:00",system,PaymentCard
"2002",USD,15,membership payment,0,Success,Success,"2022-01-27 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-27 00:00:00",system,PaymentCard
"499",USD,229,membership additional service,0,Success,Success,"2022-01-27 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-28 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-29 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-30 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-01-31 00:00:00",system,PaymentCard
"1497",USD,70,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"22477.5",DKK,103,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"22312.5",DKK,110,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"150000",DKK,111,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"120000",USD,128,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"8997",USD,139,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"2997",USD,142,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"2409",EUR,148,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"1497",USD,209,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"8997",USD,214,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"3209.43",USD,244,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-01 00:00:00",system,PaymentCard
"18750",DKK,172,membership payment,0,Success,Success,"2022-02-01 00:00:00",system,PaymentCard
"1497",USD,120,membership payment,0,Success,Success,"2022-02-02 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-02 00:00:00",system,PaymentCard
"1497",USD,229,membership payment,0,Success,Success,"2022-02-03 00:00:00",system,PaymentCard
"2999",USD,240,membership payment,0,Success,Success,"2022-02-03 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-03 00:00:00",system,PaymentCard
"999",USD,174,membership payment,0,Success,Success,"2022-02-03 00:00:00",system,PaymentCard
"2045",USD,188,membership payment,0,Success,Success,"2022-02-03 00:00:00",system,PaymentCard
"10800",USD,147,membership payment,0,Success,Success,"2022-02-04 00:00:00",system,PaymentCard
"1497",USD,245,membership payment,0,Success,Success,"2022-02-04 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-04 00:00:00",system,PaymentCard
"999",USD,129,membership payment,0,Success,Success,"2022-02-04 00:00:00",system,PaymentCard
"1497",USD,140,membership payment,0,Success,Success,"2022-02-05 00:00:00",system,PaymentCard
"8997",USD,71,membership payment,0,Success,Success,"2022-02-05 00:00:00",system,PaymentCard
"3371.25",USD,230,membership payment,0,Success,Success,"2022-02-05 00:00:00",system,PaymentCard
"2997",USD,118,membership payment,0,Success,Success,"2022-02-05 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-05 00:00:00",system,PaymentCard
"1497",USD,88,membership payment,0,Success,Success,"2022-02-05 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-06 00:00:00",system,PaymentCard
"2997",USD,235,membership payment,0,Success,Success,"2022-02-07 00:00:00",system,PaymentCard
"10000",USD,224,charge for specific project,0,Success,Success,"2022-02-07 00:00:00",staff,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-07 00:00:00",system,PaymentCard
"499",USD,74,membership additional service,0,Success,Success,"2022-02-07 00:00:00",system,PaymentCard
"499",USD,233,membership payment,0,Success,Success,"2022-02-07 00:00:00",system,PaymentCard
"21000",DKK,141,membership payment,0,Success,Success,"2022-02-08 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-08 00:00:00",system,PaymentCard
"1497",USD,236,membership payment,0,Success,Success,"2022-02-09 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-09 00:00:00",system,PaymentCard
"499",USD,242,membership payment,0,Success,Success,"2022-02-10 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-10 00:00:00",system,PaymentCard
"22477.5",DKK,211,membership payment,0,Success,Success,"2022-02-10 00:00:00",system,PaymentCard
"500",USD,239,membership additional service,0,Success,Success,"2022-02-10 00:00:00",system,PaymentCard
"1497",USD,169,membership payment,0,Success,Success,"2022-02-11 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-11 00:00:00",system,PaymentCard
"2000",USD,149,membership payment,0,Success,Success,"2022-02-11 00:00:00",staff,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-12 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-13 00:00:00",system,PaymentCard
"1497",USD,75,membership payment,0,Success,Success,"2022-02-14 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-14 00:00:00",system,PaymentCard
"499",USD,247,membership payment,0,Success,Success,"2022-02-14 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-15 00:00:00",system,PaymentCard
"1497",USD,248,membership payment,0,Success,Success,"2022-02-16 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-16 00:00:00",system,PaymentCard
"2997",USD,231,membership payment,0,Success,Success,"2022-02-16 00:00:00",system,PaymentCard
"1497",USD,151,membership payment,0,Success,Success,"2022-02-17 00:00:00",system,PaymentCard
"620",USD,208,membership payment,0,Success,Success,"2022-02-17 00:00:00",system,PaymentCard
"1497",USD,232,membership payment,0,Success,Success,"2022-02-17 00:00:00",system,PaymentCard
"100000",USD,159,membership payment,0,Success,Success,"2022-02-17 00:00:00",staff,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-17 00:00:00",system,PaymentCard
"1497",USD,170,membership payment,0,Success,Success,"2022-02-17 00:00:00",system,PaymentCard
"1497",USD,233,membership payment,0,Success,Success,"2022-02-17 00:00:00",system,PaymentCard
"1497",USD,23,membership payment,0,Success,Success,"2022-02-18 00:00:00",system,PaymentCard
"22800",USD,107,membership payment,0,Success,Success,"2022-02-18 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-18 00:00:00",system,PaymentCard
"1497",USD,19,membership payment,0,Success,Success,"2022-02-19 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-19 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-20 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-02-21 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-21 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-02-21 00:00:00",system,PaymentCard
"499",USD,179,membership payment,0,Success,Success,"2022-02-22 00:00:00",system,PaymentCard
"999",USD,138,membership payment,0,Success,Success,"2022-02-22 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-22 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-02-22 00:00:00",system,PaymentCard
"1497",USD,101,membership payment,0,Success,Success,"2022-02-22 00:00:00",system,PaymentCard
"8997",USD,212,membership payment,0,Success,Success,"2022-02-23 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-23 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-02-23 00:00:00",system,PaymentCard
"500",USD,239,membership additional service,0,Success,Success,"2022-02-23 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-24 00:00:00",system,PaymentCard
"1497",USD,213,membership payment,0,Success,Success,"2022-02-24 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-02-24 00:00:00",system,PaymentCard
"499",USD,249,membership payment,0,Success,Success,"2022-02-24 00:00:00",system,PaymentCard
"2997",USD,192,membership payment,0,Success,Success,"2022-02-24 00:00:00",system,PaymentCard
"1497",USD,193,membership payment,0,Success,Success,"2022-02-24 00:00:00",system,PaymentCard
"1798",USD,249,membership payment,0,Success,Success,"2022-02-24 00:00:00",system,PaymentCard
"499",USD,160,membership payment,0,Success,Success,"2022-02-25 00:00:00",system,PaymentCard
"632",GBP,143,membership additional service,0,Success,Success,"2022-02-25 00:00:00",system,PaymentCard
"2999",USD,240,membership payment,0,Success,Success,"2022-02-25 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Failed,Your card number is incorrect.,"2022-02-25 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-02-25 00:00:00",system,PaymentCard
"1497",USD,207,membership payment,0,Success,Success,"2022-02-25 00:00:00",system,PaymentCard
"1497",USD,152,membership payment,0,Success,Success,"2022-02-26 00:00:00",system,PaymentCard
"1497",USD,234,membership payment,0,Success,Success,"2022-02-26 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-02-26 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-02-27 00:00:00",system,PaymentCard
"10788",USD,194,membership payment,0,Success,Success,"2022-02-28 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-02-28 00:00:00",system,PaymentCard
"1497",USD,18,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"2997",USD,20,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"1497",USD,25,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"2997",USD,108,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"1497",USD,109,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"32497.5",DKK,112,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"2997",USD,117,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"1497",USD,131,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"1497",USD,173,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"8997",USD,250,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"2997",USD,251,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-03-01 00:00:00",system,PaymentCard
"2999",EUR,127,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"18750",DKK,172,membership payment,0,Success,Success,"2022-03-01 00:00:00",system,PaymentCard
"8000",USD,201,membership additional service,0,Success,Success,"2022-03-01 00:00:00",staff,PaymentCard
"499",USD,237,membership payment,0,Success,Success,"2022-03-02 00:00:00",system,PaymentCard
"999",USD,174,membership payment,0,Success,Success,"2022-03-02 00:00:00",system,PaymentCard
"1896",GBP,143,membership payment,0,Success,Success,"2022-03-02 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-03-02 00:00:00",system,PaymentCard
"499",USD,252,membership payment,0,Success,Success,"2022-03-02 00:00:00",system,PaymentCard
"1497",USD,114,membership payment,0,Success,Success,"2022-03-03 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-03-03 00:00:00",system,PaymentCard
"999",USD,174,membership payment,0,Success,Success,"2022-03-03 00:00:00",system,PaymentCard
"1500",USD,189,membership payment,0,Success,Success,"2022-03-03 00:00:00",system,PaymentCard
"58500",DKK,113,membership payment,0,Success,Success,"2022-03-03 00:00:00",system,PaymentCard
"2045",USD,188,membership payment,0,Success,Success,"2022-03-03 00:00:00",system,PaymentCard
"500",USD,239,membership additional service,0,Success,Success,"2022-03-03 00:00:00",system,PaymentCard
"1798",USD,252,membership payment,0,Success,Success,"2022-03-04 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-03-04 00:00:00",system,PaymentCard
"999",USD,129,membership payment,0,Success,Success,"2022-03-04 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-03-05 00:00:00",system,PaymentCard
"2997",USD,14,membership payment,0,Success,Success,"2022-03-06 00:00:00",system,PaymentCard
"3371.25",USD,215,membership payment,0,Success,Success,"2022-03-06 00:00:00",system,PaymentCard
"8990",USD,220,membership payment,0,Failed,Your card was declined. This transaction requires authentication.,"2022-03-06 00:00:00",system,PaymentCard
"89990",USD,220,membership payment,0,Success,Success,"2022-03-07 00:00:00",system,PaymentCard
"1497",USD,196,membership payment,0,Success,Success,"2022-03-08 00:00:00",system,PaymentCard
"2997",USD,130,membership payment,0,Success,Success,"2022-03-08 00:00:00",system,PaymentCard
"1497",USD,132,membership payment,0,Success,Success,"2022-03-08 00:00:00",system,PaymentCard
"500",USD,239,membership additional service,0,Success,Success,"2022-03-08 00:00:00",system,PaymentCard
"3300",USD,171,membership payment,0,Success,Success,"2022-03-09 00:00:00",staff,PaymentCard
"1500",USD,133,membership payment,0,Success,Success,"2022-03-09 00:00:00",system,PaymentCard
"1497",USD,175,membership payment,0,Success,Success,"2022-03-09 00:00:00",system,PaymentCard
"11400",USD,246,membership payment,0,Success,Success,"2022-03-10 00:00:00",system,PaymentCard
"1123.75",USD,253,membership payment,0,Success,Success,"2022-03-11 00:00:00",system,PaymentCard
"1497",USD,92,membership payment,0,Success,Success,"2022-03-13 00:00:00",system,PaymentCard
"1497",USD,210,membership payment,0,Success,Success,"2022-03-13 00:00:00",system,PaymentCard
"1798",USD,249,membership payment,0,Success,Success,"2022-03-14 00:00:00",system,PaymentCard
"2247.5",USD,253,membership payment,0,Failed,Your card has insufficient funds.,"2022-03-14 00:00:00",system,PaymentCard
"499",USD,247,membership payment,0,Success,Success,"2022-03-14 00:00:00",system,PaymentCard
"499",USD,74,membership additional service,0,Success,Success,"2022-03-15 00:00:00",system,PaymentCard
"2997",USD,97,membership payment,0,Success,Success,"2022-03-15 00:00:00",system,PaymentCard
"7800",USD,240,membership payment,0,Success,Success,"2022-03-15 00:00:00",system,PaymentCard
"999",USD,183,membership payment,0,Success,Success,"2022-03-15 00:00:00",system,PaymentCard
"1497",USD,80,membership payment,0,Success,Success,"2022-03-16 00:00:00",system,PaymentCard
"1497",USD,199,membership payment,0,Success,Success,"2022-03-16 00:00:00",system,PaymentCard
"499",USD,242,membership payment,0,Success,Success,"2022-03-16 00:00:00",system,PaymentCard
"3371.25",USD,76,membership payment,0,Success,Success,"2022-03-17 00:00:00",system,PaymentCard
"620",USD,208,membership payment,0,Success,Success,"2022-03-17 00:00:00",system,PaymentCard
"2997",USD,165,membership payment,0,Success,Success,"2022-03-17 00:00:00",system,PaymentCard
"1497",USD,177,membership payment,0,Success,Success,"2022-03-18 00:00:00",system,PaymentCard
"3371.25",USD,178,membership payment,0,Success,Success,"2022-03-18 00:00:00",system,PaymentCard
"499",USD,252,membership additional service,0,Success,Success,"2022-03-18 00:00:00",system,PaymentCard
"1497",USD,77,membership payment,0,Success,Success,"2022-03-21 00:00:00",system,PaymentCard
"1497",USD,200,membership payment,0,Failed,Your card has insufficient funds.,"2022-03-21 00:00:00",system,PaymentCard
"2247.5",USD,253,membership payment,0,Failed,Your card has insufficient funds.,"2022-03-21 00:00:00",system,PaymentCard
"500",USD,239,membership additional service,0,Success,Success,"2022-03-21 00:00:00",system,PaymentCard
"1497",USD,200,membership payment,0,Failed,Your card has insufficient funds.,"2022-03-21 00:00:00",system,PaymentCard
"499",USD,179,membership payment,0,Success,Success,"2022-03-22 00:00:00",system,PaymentCard
"999",USD,138,membership payment,0,Success,Success,"2022-03-22 00:00:00",system,PaymentCard
"1497",USD,200,membership payment,0,Failed,Your card has insufficient funds.,"2022-03-22 00:00:00",system,PaymentCard
"2997",USD,219,membership payment,0,Success,Success,"2022-03-23 00:00:00",system,PaymentCard
"1497",USD,200,membership payment,0,Failed,Your card has insufficient funds.,"2022-03-23 00:00:00",system,PaymentCard
"499",USD,252,membership additional service,0,Success,Success,"2022-03-23 00:00:00",system,PaymentCard
"2997",USD,74,membership payment,0,Success,Success,"2022-03-24 00:00:00",system,PaymentCard
"1497",USD,221,membership payment,0,Success,Success,"2022-03-24 00:00:00",system,PaymentCard
"6000",USD,157,membership payment,0,Success,Success,"2022-03-24 00:00:00",staff,PaymentCard
"1497",USD,200,membership payment,0,Failed,Your card has insufficient funds.,"2022-03-24 00:00:00",system,PaymentCard
"2997",USD,15,membership payment,0,Success,Success,"2022-03-25 00:00:00",system,PaymentCard
"499",USD,160,membership payment,0,Success,Success,"2022-03-25 00:00:00",system,PaymentCard
"1497",USD,200,membership payment,0,Failed,Your card has insufficient funds.,"2022-03-25 00:00:00",system,PaymentCard
"1497",USD,200,membership payment,0,Success,Success,"2022-03-26 00:00:00",system,PaymentCard
"1497",USD,163,membership payment,0,Success,Success,"2022-03-28 00:00:00",system,PaymentCard
"999",USD,243,membership payment,0,Success,Success,"2022-03-28 00:00:00",system,PaymentCard
"499",USD,254,membership payment,0,Success,Success,"2022-03-28 00:00:00",system,PaymentCard
"9996",USD,180,membership payment,0,Success,Success,"2022-03-29 00:00:00",system,PaymentCard
"499",USD,86,membership additional service,0,Success,Success,"2022-03-29 00:00:00",system,PaymentCard
"2238",USD,252,membership payment,0,Success,Success,"2022-03-30 00:00:00",staff,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card was declined.,"2022-03-30 00:00:00",system,PaymentCard
"1497",USD,202,membership payment,0,Success,Success,"2022-03-30 00:00:00",system,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card was declined.,"2022-03-30 00:00:00",system,PaymentCard
"3596",USD,252,membership additional service,0,Success,Success,"2022-03-30 00:00:00",system,PaymentCard
"1497",USD,236,membership payment,0,Success,Success,"2022-03-31 00:00:00",system,PaymentCard
"50000",DKK,111,membership additional service,0,Success,Success,"2022-03-31 00:00:00",system,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card was declined.,"2022-03-31 00:00:00",system,PaymentCard
"1497",USD,238,membership payment,0,Success,Success,"2022-03-31 00:00:00",staff,PaymentCard
"2999",USD,240,membership payment,0,Success,Success,"2022-03-31 00:00:00",system,PaymentCard
"3371.25",USD,82,membership payment,0,Success,Success,"2022-04-01 00:00:00",system,PaymentCard
"1497",USD,120,membership payment,0,Success,Success,"2022-04-01 00:00:00",system,PaymentCard
"4530",EUR,154,membership payment,0,Success,Success,"2022-04-01 00:00:00",system,PaymentCard
"200000",USD,159,membership payment,0,Success,Success,"2022-04-01 00:00:00",system,PaymentCard
"15000",USD,171,membership payment,0,Success,Success,"2022-04-01 00:00:00",system,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card was declined.,"2022-04-01 00:00:00",system,PaymentCard
"18750",DKK,172,membership payment,0,Success,Success,"2022-04-01 00:00:00",system,PaymentCard
"499",USD,255,membership payment,0,Success,Success,"2022-04-01 00:00:00",system,PaymentCard
"1497",USD,182,membership payment,0,Success,Success,"2022-04-01 00:00:00",system,PaymentCard
"1497",USD,98,membership payment,0,Success,Success,"2022-04-02 00:00:00",system,PaymentCard
"499",USD,237,membership payment,0,Success,Success,"2022-04-02 00:00:00",system,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card was declined.,"2022-04-02 00:00:00",system,PaymentCard
"2997",USD,120,membership payment,0,Success,Success,"2022-04-03 00:00:00",system,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card was declined.,"2022-04-03 00:00:00",system,PaymentCard
"999",USD,174,membership payment,0,Success,Success,"2022-04-03 00:00:00",system,PaymentCard
"2045",USD,188,membership payment,0,Success,Success,"2022-04-03 00:00:00",system,PaymentCard
"5394",USD,158,membership payment,0,Success,Success,"2022-04-04 00:00:00",system,PaymentCard
"1798",USD,254,membership payment,0,Success,Success,"2022-04-04 00:00:00",staff,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card was declined.,"2022-04-04 00:00:00",system,PaymentCard
"999",USD,129,membership payment,0,Success,Success,"2022-04-04 00:00:00",system,PaymentCard
"1497",USD,238,membership payment,0,Success,Success,"2022-04-05 00:00:00",system,PaymentCard
"5394",USD,256,membership payment,0,Success,Success,"2022-04-05 00:00:00",system,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card was declined.,"2022-04-05 00:00:00",system,PaymentCard
"1497",USD,257,membership payment,0,Success,Success,"2022-04-05 00:00:00",system,PaymentCard
"1500",USD,239,membership payment,0,Success,Success,"2022-04-05 00:00:00",system,PaymentCard
"1798",USD,255,membership payment,0,Success,Success,"2022-04-06 00:00:00",staff,PaymentCard
"499",USD,252,membership additional service,0,Success,Success,"2022-04-06 00:00:00",system,PaymentCard
"499",USD,258,membership payment,0,Success,Success,"2022-04-06 00:00:00",system,PaymentCard
"4860",EUR,96,membership payment,0,Failed,Your card was declined.,"2022-04-06 00:00:00",system,PaymentCard
"1497",USD,205,membership payment,0,Success,Success,"2022-04-06 00:00:00",system,PaymentCard
"46312.5",DKK,184,membership payment,0,Success,Success,"2022-04-06 00:00:00",system,PaymentCard
"499",USD,252,membership additional service,0,Success,Success,"2022-04-07 00:00:00",system,PaymentCard
"499",USD,252,membership additional service,0,Success,Success,"2022-04-07 00:00:00",system,PaymentCard
"1497",USD,149,membership payment,0,Success,Success,"2022-04-07 00:00:00",system,PaymentCard
